"c_norm","training_order","test_partner","emmean","SE","df","asymp.LCL","asymp.UCL","emmean_untrans","asymp.LCL_untrans","asymp.UCL_untrans"
-0.236250486445713,"AB","A",-2.43932144509923,0.601048220569667,Inf,-3.61735431038766,-1.2612885798108,0.080222966608132,0.0261513697785292,0.220752150139105
-0.203437986445713,"AB","A",-2.3985339749595,0.592549934191805,Inf,-3.55991050501702,-1.23715744490199,0.0832845565673324,0.0276548287446958,0.224931161129377
-0.10291715311238,"AB","A",-2.27358188389653,0.576114862426195,Inf,-3.40274626521012,-1.14441750258294,0.0933346595602305,0.0322097472865952,0.241510225699799
0.138749513554287,"AB","A",-1.97317892921662,0.599128292471529,Inf,-3.1474488045798,-0.798909053853445,0.122047848191248,0.0411919201788467,0.310258931183519
0.491022240827014,"AB","A",-1.53528747490265,0.763964859119795,Inf,-3.03263108423167,-0.0379438655736404,0.177221381833588,0.0459732903972301,0.490515171550771
0.648364898169672,"AB","A",-1.33970320250435,0.86890656065588,Inf,-3.04272876732045,0.363322362311739,0.20755887103628,0.0455324334784153,0.589844445701412
-0.236250486445713,"BA","A",-8.15525373845655,2.01036499186525,Inf,-12.0954967182926,-4.2150107586205,0.000287139924382045,5.58457456520402e-06,0.0145571226518705
-0.203437986445713,"BA","A",-7.82686998147044,1.94800552200297,Inf,-11.6448906462814,-4.00884931665948,0.000398712969774273,8.76363828452104e-06,0.0178305719701311
-0.10291715311238,"BA","A",-6.82086894816377,1.76951440172995,Inf,-10.2890534456794,-3.35268445064813,0.00108958419675245,3.40021279553184e-05,0.0338073682872529
0.138749513554287,"BA","A",-4.4022965157581,1.45175756027483,Inf,-7.24768904818052,-1.55690398333569,0.0121009504631014,0.000711311141748727,0.174091354227067
0.491022240827014,"BA","A",-0.876791245950477,1.43594943674975,Inf,-3.69120042560056,1.93761793369961,0.293843152579708,0.0243350764733897,0.874090215109003
0.648364898169672,"BA","A",0.697876120216711,1.6111728525583,Inf,-2.45996464366621,3.85571688409964,0.667716712588478,0.0787129010739763,0.979279973494746
-0.236250486445713,"AB","B",12.625895972167,2.80675774803163,Inf,7.12475187269624,18.1270400716377,0.999996714196233,0.999195714684428,0.999999986586982
-0.203437986445713,"AB","B",12.1597982556516,2.72517427259209,Inf,6.81855482977592,17.5010416815272,0.999994763218639,0.998907894213584,0.999999974916152
-0.10291715311238,"AB","B",10.7319116002948,2.49188394609344,Inf,5.84790881229811,15.6159143882915,0.99997816362579,0.997122376743975,0.999999834767878
0.138749513554287,"AB","B",7.29906492627643,2.07475670588936,Inf,3.23261650605033,11.3655133465025,0.999324286148764,0.962043412554935,0.999988411819883
0.491022240827014,"AB","B",2.29507212559137,2.02772011887827,Inf,-1.67918627813731,6.26933052932005,0.90846809140169,0.157203249140137,0.99811008275147
0.648364898169672,"AB","B",0.0600381203225924,2.23956255189762,Inf,-4.32942382252136,4.44950006316655,0.515005023122685,0.0130038095543318,0.988450541596457
-0.236250486445713,"BA","B",3.37284736844975,0.730582446093435,Inf,1.94093208636944,4.80476265053006,0.966845086878026,0.874454507208734,0.991875896814851
-0.203437986445713,"BA","B",3.286616622205,0.713930945407477,Inf,1.88733768175771,4.68589556265229,0.963966817496413,0.868451676615399,0.990859843278533
-0.10291715311238,"BA","B",3.0224494154552,0.672938654926226,Inf,1.70351388799497,4.34138494291543,0.953578074132797,0.845993111863455,0.987148817090146
0.138749513554287,"BA","B",2.38735312565257,0.64811104347046,Inf,1.1170788224678,3.65762742883734,0.915857818334866,0.75344646607665,0.974854945004942
0.491022240827014,"BA","B",1.46158580666128,0.796909745299665,Inf,-0.100328593055052,3.02350020637761,0.811775099963839,0.474938869959477,0.953624567258071
0.648364898169672,"BA","B",1.04809171877435,0.912045898986648,Inf,-0.739485395486938,2.83566883303563,0.740408288474487,0.323116683847803,0.94457314131395
