"test_partner","emmean","SE","df","asymp.LCL","asymp.UCL","emmean_untrans","asymp.LCL_untrans","asymp.UCL_untrans"
"A",4.41035596938573,0.782821367547133,Inf,2.87605428266496,5.9446576561065,0.987995018527305,0.946649940593101,0.99738704634647
"B",7.98313064831137,2.24003842139132,Inf,3.59273601839844,12.3735252782243,0.999658946690411,0.973214296789047,0.999995770934483
