"test_partner","emmean","SE","df","asymp.LCL","asymp.UCL","emmean_untrans","asymp.LCL_untrans","asymp.UCL_untrans"
"A",-3.96826843764088,0.893200876856091,Inf,-5.71890998723842,-2.21762688804335,0.0185553322266621,0.00327254307745774,0.098178718552263
"B",6.01098511023363,1.2289170839897,Inf,3.60235188562784,8.41961833483942,0.997554324171101,0.973463828039821,0.99977954981552
